ARADJUSTMENTACCTDAMOUNT,ARADJUSTMENTADJTAXACCTRULE,ARADJUSTMENTADJUSTMENTID,ARADJUSTMENTADJUSTMENTNUMBER,ARADJUSTMENTADJUSTMENTTYPE,ARADJUSTMENTAMOUNT,ARADJUSTMENTAPPLYDATE,ARADJUSTMENTAPPROVEDBY,ARADJUSTMENTASSOCIATEDAPPLICATIONID,ARADJUSTMENTASSOCIATEDCASHRECEIPTID,ARADJUSTMENTATTRIBUTE1,ARADJUSTMENTATTRIBUTE10,ARADJUSTMENTATTRIBUTE11,ARADJUSTMENTATTRIBUTE12,ARADJUSTMENTATTRIBUTE13,ARADJUSTMENTATTRIBUTE14,ARADJUSTMENTATTRIBUTE15,ARADJUSTMENTATTRIBUTE2,ARADJUSTMENTATTRIBUTE3,ARADJUSTMENTATTRIBUTE4,ARADJUSTMENTATTRIBUTE5,ARADJUSTMENTATTRIBUTE6,ARADJUSTMENTATTRIBUTE7,ARADJUSTMENTATTRIBUTE8,ARADJUSTMENTATTRIBUTE9,ARADJUSTMENTATTRIBUTECATEGORY,ARADJUSTMENTAUTOMATICALLYGENERATED,ARADJUSTMENTAXACCOUNTEDFLAG,ARADJUSTMENTBATCHID,ARADJUSTMENTCHARGEBACKCUSTOMERTRXID,ARADJUSTMENTCODECOMBINATIONID,ARADJUSTMENTCOMMENTS,ARADJUSTMENTCONSINVID,ARADJUSTMENTCREATEDBY,ARADJUSTMENTCREATEDFROM,ARADJUSTMENTCREATIONDATE,ARADJUSTMENTCUSTOMERTRXID,ARADJUSTMENTCUSTOMERTRXLINEID,ARADJUSTMENTDISTRIBUTIONSETID,ARADJUSTMENTDOCSEQUENCEID,ARADJUSTMENTDOCSEQUENCEVALUE,ARADJUSTMENTEVENTID,ARADJUSTMENTFREIGHTADJUSTED,ARADJUSTMENTGLDATE,ARADJUSTMENTGLOBALATTRIBUTE1,ARADJUSTMENTGLOBALATTRIBUTE10,ARADJUSTMENTGLOBALATTRIBUTE11,ARADJUSTMENTGLOBALATTRIBUTE12,ARADJUSTMENTGLOBALATTRIBUTE13,ARADJUSTMENTGLOBALATTRIBUTE14,ARADJUSTMENTGLOBALATTRIBUTE15,ARADJUSTMENTGLOBALATTRIBUTE16,ARADJUSTMENTGLOBALATTRIBUTE17,ARADJUSTMENTGLOBALATTRIBUTE18,ARADJUSTMENTGLOBALATTRIBUTE19,ARADJUSTMENTGLOBALATTRIBUTE2,ARADJUSTMENTGLOBALATTRIBUTE20,ARADJUSTMENTGLOBALATTRIBUTE3,ARADJUSTMENTGLOBALATTRIBUTE4,ARADJUSTMENTGLOBALATTRIBUTE5,ARADJUSTMENTGLOBALATTRIBUTE6,ARADJUSTMENTGLOBALATTRIBUTE7,ARADJUSTMENTGLOBALATTRIBUTE8,ARADJUSTMENTGLOBALATTRIBUTE9,ARADJUSTMENTGLOBALATTRIBUTECATEGORY,ARADJUSTMENTGLPOSTEDDATE,ARADJUSTMENTINTERESTHEADERID,ARADJUSTMENTINTERESTLINEID,ARADJUSTMENTLASTUPDATEDATE,ARADJUSTMENTLASTUPDATEDBY,ARADJUSTMENTLASTUPDATELOGIN,ARADJUSTMENTLINENONRECOVERABLE,ARADJUSTMENTLINKTOTRXHISTID,ARADJUSTMENTOBJECTVERSIONNUMBER,ARADJUSTMENTORGID,ARADJUSTMENTPAYMENTSCHEDULEID,ARADJUSTMENTPOSTABLE,ARADJUSTMENTPOSTINGCONTROLID,ARADJUSTMENTPROGRAMAPPLICATIONID,ARADJUSTMENTPROGRAMID,ARADJUSTMENTPROGRAMUPDATEDATE,ARADJUSTMENTREASONCODE,ARADJUSTMENTRECEIVABLESCHARGESADJUSTED,ARADJUSTMENTRECEIVABLESTRXID,ARADJUSTMENTREQUESTID,ARADJUSTMENTSETOFBOOKSID,ARADJUSTMENTSTATUS,ARADJUSTMENTSUBSEQUENTTRXID,ARADJUSTMENTTAXADJUSTED,ARADJUSTMENTTAXNONRECOVERABLE,ARADJUSTMENTTYPE,ARADJUSTMENTUPGRADEMETHOD,ARADJUSTMENTUSSGLTRANSACTIONCODE,ARADJUSTMENTUSSGLTRANSACTIONCODECONTEXT,LINEADJUSTED
"-4513.74","33","15274441","16894739","A","-4513.74","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23137285","","","","","68493043","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21715954","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-4513.74"
"3.57","33","15274442","16894740","A","3.57","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23134777","","","","","68493044","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21713447","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","3.57"
"3.57","33","15274443","16894741","A","3.57","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23134778","","","","","68493045","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21713448","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","3.57"
"3.57","33","15274444","16894742","A","3.57","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23134779","","","","","68493046","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21713449","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","3.57"
"-975.38","33","15274775","16895073","A","-975.38","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23141252","","","","","68493377","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21728875","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-975.38"
"-371.21","33","15274776","16895074","A","-371.21","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23141255","","","","","68493378","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21728878","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-371.21"
"-9326.25","33","15274777","16895075","A","-9326.25","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23141258","","","","","68493379","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21728881","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-9326.25"
"-35.94","33","15274778","16895076","A","-35.94","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23138385","","","","","68493380","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21717054","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-35.94"
"-303.95","33","15274779","16895077","A","-303.95","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23138398","","","","","68493381","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21717067","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-303.95"
"-1180.64","33","15274462","16894760","A","-1180.64","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23139726","","","","","68493064","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21727349","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-1180.64"
"-91.26","33","15274463","16894761","A","-91.26","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23139864","","","","","68493065","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21727487","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-91.26"
"-77.41","33","15274464","16894762","A","-77.41","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23139871","","","","","68493066","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21727494","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-77.41"
"-.06","33","15274465","16894763","A","-.06","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23139876","","","","","68493067","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21727499","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-.06"
"-8257.02","33","15274466","16894764","A","-8257.02","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23139881","","","","","68493068","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21727504","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-8257.02"
"-5208.28","33","15274797","16895095","A","-5208.28","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23136904","","","","","68493399","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21715574","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-5208.28"
"-92.01","33","15274798","16895096","A","-92.01","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23136980","","","","","68493400","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21715650","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-92.01"
"-1006.33","33","15274799","16895097","A","-1006.33","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23136981","","","","","68493401","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21715651","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-1006.33"
"-110.58","33","15274800","16895098","A","-110.58","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23136982","","","","","68493402","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21715652","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-110.58"
"-319.83","33","15274801","16895099","A","-319.83","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23136986","","","","","68493403","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21715656","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-319.83"
"-23.29","33","15274802","16895100","A","-23.29","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23136987","","","","","68493404","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21715657","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-23.29"
"-14.09","33","15274803","16895101","A","-14.09","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23136995","","","","","68493405","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21715665","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-14.09"
"8","33","15274804","16895102","A","8","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23141261","","","","","68493406","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21728884","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","8"
"29","33","15274805","16895103","A","29","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23141262","","","","","68493407","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21728885","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","29"
"45","33","15274806","16895104","A","45","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23141267","","","","","68493408","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21728890","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","45"
"181.3","33","15274807","16895105","A","181.3","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23141286","","","","","68493409","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21728909","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","181.3"
"-160.25","33","15274808","16895106","A","-160.25","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23141297","","","","","68493410","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21728920","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-160.25"
"-189.78","33","15274809","16895107","A","-189.78","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23141307","","","","","68493411","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21728930","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-189.78"
"-48.49","33","15274810","16895108","A","-48.49","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23141310","","","","","68493412","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21728933","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-48.49"
"-87.98","33","15274811","16895109","A","-87.98","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23141327","","","","","68493413","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21728950","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-87.98"
"-158.14","33","15274812","16895110","A","-158.14","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23141330","","","","","68493414","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21728953","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-158.14"
"-36.54","33","15274813","16895111","A","-36.54","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23141345","","","","","68493415","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21728968","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-36.54"
"-443.55","33","15274814","16895112","A","-443.55","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23141352","","","","","68493416","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21728975","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-443.55"
"-193","33","15274815","16895113","A","-193","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23141365","","","","","68493417","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21728988","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-193"
"-134.09","33","15274816","16895114","A","-134.09","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23141450","","","","","68493418","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21729073","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-134.09"
"-965.34","33","15274817","16895115","A","-965.34","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23141457","","","","","68493419","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21729080","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-965.34"
"-45.01","33","15274818","16895116","A","-45.01","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23141463","","","","","68493420","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21729086","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-45.01"
