ARADJUSTMENTACCTDAMOUNT,ARADJUSTMENTADJTAXACCTRULE,ARADJUSTMENTADJUSTMENTID,ARADJUSTMENTADJUSTMENTNUMBER,ARADJUSTMENTADJUSTMENTTYPE,ARADJUSTMENTAMOUNT,ARADJUSTMENTAPPLYDATE,ARADJUSTMENTAPPROVEDBY,ARADJUSTMENTASSOCIATEDAPPLICATIONID,ARADJUSTMENTASSOCIATEDCASHRECEIPTID,ARADJUSTMENTATTRIBUTE1,ARADJUSTMENTATTRIBUTE10,ARADJUSTMENTATTRIBUTE11,ARADJUSTMENTATTRIBUTE12,ARADJUSTMENTATTRIBUTE13,ARADJUSTMENTATTRIBUTE14,ARADJUSTMENTATTRIBUTE15,ARADJUSTMENTATTRIBUTE2,ARADJUSTMENTATTRIBUTE3,ARADJUSTMENTATTRIBUTE4,ARADJUSTMENTATTRIBUTE5,ARADJUSTMENTATTRIBUTE6,ARADJUSTMENTATTRIBUTE7,ARADJUSTMENTATTRIBUTE8,ARADJUSTMENTATTRIBUTE9,ARADJUSTMENTATTRIBUTECATEGORY,ARADJUSTMENTAUTOMATICALLYGENERATED,ARADJUSTMENTAXACCOUNTEDFLAG,ARADJUSTMENTBATCHID,ARADJUSTMENTCHARGEBACKCUSTOMERTRXID,ARADJUSTMENTCODECOMBINATIONID,ARADJUSTMENTCOMMENTS,ARADJUSTMENTCONSINVID,ARADJUSTMENTCREATEDBY,ARADJUSTMENTCREATEDFROM,ARADJUSTMENTCREATIONDATE,ARADJUSTMENTCUSTOMERTRXID,ARADJUSTMENTCUSTOMERTRXLINEID,ARADJUSTMENTDISTRIBUTIONSETID,ARADJUSTMENTDOCSEQUENCEID,ARADJUSTMENTDOCSEQUENCEVALUE,ARADJUSTMENTEVENTID,ARADJUSTMENTFREIGHTADJUSTED,ARADJUSTMENTGLDATE,ARADJUSTMENTGLOBALATTRIBUTE1,ARADJUSTMENTGLOBALATTRIBUTE10,ARADJUSTMENTGLOBALATTRIBUTE11,ARADJUSTMENTGLOBALATTRIBUTE12,ARADJUSTMENTGLOBALATTRIBUTE13,ARADJUSTMENTGLOBALATTRIBUTE14,ARADJUSTMENTGLOBALATTRIBUTE15,ARADJUSTMENTGLOBALATTRIBUTE16,ARADJUSTMENTGLOBALATTRIBUTE17,ARADJUSTMENTGLOBALATTRIBUTE18,ARADJUSTMENTGLOBALATTRIBUTE19,ARADJUSTMENTGLOBALATTRIBUTE2,ARADJUSTMENTGLOBALATTRIBUTE20,ARADJUSTMENTGLOBALATTRIBUTE3,ARADJUSTMENTGLOBALATTRIBUTE4,ARADJUSTMENTGLOBALATTRIBUTE5,ARADJUSTMENTGLOBALATTRIBUTE6,ARADJUSTMENTGLOBALATTRIBUTE7,ARADJUSTMENTGLOBALATTRIBUTE8,ARADJUSTMENTGLOBALATTRIBUTE9,ARADJUSTMENTGLOBALATTRIBUTECATEGORY,ARADJUSTMENTGLPOSTEDDATE,ARADJUSTMENTINTERESTHEADERID,ARADJUSTMENTINTERESTLINEID,ARADJUSTMENTLASTUPDATEDATE,ARADJUSTMENTLASTUPDATEDBY,ARADJUSTMENTLASTUPDATELOGIN,ARADJUSTMENTLINENONRECOVERABLE,ARADJUSTMENTLINKTOTRXHISTID,ARADJUSTMENTOBJECTVERSIONNUMBER,ARADJUSTMENTORGID,ARADJUSTMENTPAYMENTSCHEDULEID,ARADJUSTMENTPOSTABLE,ARADJUSTMENTPOSTINGCONTROLID,ARADJUSTMENTPROGRAMAPPLICATIONID,ARADJUSTMENTPROGRAMID,ARADJUSTMENTPROGRAMUPDATEDATE,ARADJUSTMENTREASONCODE,ARADJUSTMENTRECEIVABLESCHARGESADJUSTED,ARADJUSTMENTRECEIVABLESTRXID,ARADJUSTMENTREQUESTID,ARADJUSTMENTSETOFBOOKSID,ARADJUSTMENTSTATUS,ARADJUSTMENTSUBSEQUENTTRXID,ARADJUSTMENTTAXADJUSTED,ARADJUSTMENTTAXNONRECOVERABLE,ARADJUSTMENTTYPE,ARADJUSTMENTUPGRADEMETHOD,ARADJUSTMENTUSSGLTRANSACTIONCODE,ARADJUSTMENTUSSGLTRANSACTIONCODECONTEXT,LINEADJUSTED
"72","33","15274447","16894745","A","72","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23139455","","","","","68493049","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21718123","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","72"
"-481.38","33","15274448","16894746","A","-481.38","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23139627","","","","","68493050","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21727250","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-481.38"
"-5968.94","33","15274449","16894747","A","-5968.94","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23139642","","","","","68493051","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21727265","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-5968.94"
"-1861.66","33","15274450","16894748","A","-1861.66","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","22922731","","","","","68493052","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21720042","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-1861.66"
"-90.96","33","15274451","16894749","A","-90.96","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","22922754","","","","","68493053","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21720065","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-90.96"
"-2596.54","33","15274452","16894750","A","-2596.54","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","22922773","","","","","68493054","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21720084","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-2596.54"
"-1783.89","33","15274453","16894751","A","-1783.89","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","22922788","","","","","68493055","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21720099","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-1783.89"
"-5859.17","33","15274454","16894752","A","-5859.17","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","22922814","","","","","68493056","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21720125","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-5859.17"
"-975.79","33","15274455","16894753","A","-975.79","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","22922847","","","","","68493057","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21720158","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-975.79"
"-12148.75","33","15274456","16894754","A","-12148.75","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","22922929","","","","","68493058","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21720240","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-12148.75"
"-266.5","33","15274457","16894755","A","-266.5","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","22922933","","","","","68493059","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21720244","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-266.5"
"-41.91","33","15274458","16894756","A","-41.91","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","22922935","","","","","68493060","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21720246","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-41.91"
"-123.18","33","15274459","16894757","A","-123.18","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","22922947","","","","","68493061","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21720258","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-123.18"
"-33.48","33","15274460","16894758","A","-33.48","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","22922952","","","","","68493062","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21720263","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-33.48"
"-675.28","33","15274461","16894759","A","-675.28","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","22922956","","","","","68493063","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21720267","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-675.28"
"-278.4","33","15278840","16899138","A","-278.4","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","22923342","","","","","68497442","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:37:41.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21720653","Y","3306415","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-278.4"
"-2847.24","33","15278841","16899139","A","-2847.24","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","22923343","","","","","68497443","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:37:41.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21720654","Y","3306415","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-2847.24"
"-7912.79","33","15278842","16899140","A","-7912.79","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","22923344","","","","","68497444","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:37:41.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21720655","Y","3306415","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-7912.79"
"-529.12","33","15278843","16899141","A","-529.12","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","22923345","","","","","68497445","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:37:41.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21720656","Y","3306415","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-529.12"
"-57.3","33","15278844","16899142","A","-57.3","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","22923346","","","","","68497446","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:37:41.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21720657","Y","3306415","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-57.3"
"-100.37","33","15278845","16899143","A","-100.37","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","22923347","","","","","68497447","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:37:41.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21720658","Y","3306415","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-100.37"
"-46.58","33","15278846","16899144","A","-46.58","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","22923348","","","","","68497448","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:37:41.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21720659","Y","3306415","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-46.58"
"-125.38","33","15278847","16899145","A","-125.38","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","22923349","","","","","68497449","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:37:41.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21720660","Y","3306415","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-125.38"
"-919.5","33","15278848","16899146","A","-919.5","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23133125","","","","","68497450","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:37:41.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21711796","Y","3306415","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-919.5"
"-2801.7","33","15278849","16899147","A","-2801.7","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23133126","","","","","68497451","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:37:41.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21711797","Y","3306415","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-2801.7"
"-34171.38","33","15278850","16899148","A","-34171.38","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23133132","","","","","68497452","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:37:41.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21711803","Y","3306415","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-34171.38"
"-90.3","33","15278851","16899149","A","-90.3","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23138012","","","","","68497453","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:37:41.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21716681","Y","3306415","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-90.3"
"-95.28","33","15278852","16899150","A","-95.28","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23138024","","","","","68497454","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:37:41.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21716693","Y","3306415","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-95.28"
"-357.53","33","15278853","16899151","A","-357.53","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23138050","","","","","68497455","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:37:41.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21716719","Y","3306415","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-357.53"
"-949.15","33","15278854","16899152","A","-949.15","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23138075","","","","","68497456","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:37:41.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21716744","Y","3306415","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-949.15"
"-1448.84","33","15279405","16899703","A","-1448.84","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23140399","","","","","68498007","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:37:41.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21728022","Y","3306415","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-1448.84"
"-135.73","33","15279406","16899704","A","-135.73","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23133050","","","","","68498008","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:37:41.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21711721","Y","3306415","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-135.73"
"-8241.28","33","15279407","16899705","A","-8241.28","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23133064","","","","","68498009","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:37:41.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21711735","Y","3306415","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-8241.28"
"-81.76","33","15274432","16894730","A","-81.76","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23133501","","","","","68493034","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21712172","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-81.76"
"-439.24","33","15274433","16894731","A","-439.24","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23133514","","","","","68493035","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21712185","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-439.24"
"-194.53","33","15274434","16894732","A","-194.53","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23133529","","","","","68493036","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21712200","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-194.53"
"-378.5","33","15274435","16894733","A","-378.5","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23133544","","","","","68493037","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21712215","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-378.5"
"-1408","33","15274436","16894734","A","-1408","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23133551","","","","","68493038","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21712222","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-1408"
"-3760.19","33","15274437","16894735","A","-3760.19","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23133577","","","","","68493039","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21712248","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-3760.19"
"-20.72","33","15274438","16894736","A","-20.72","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23133604","","","","","68493040","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21712275","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-20.72"
"-1725.48","33","15274439","16894737","A","-1725.48","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23133605","","","","","68493041","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21712276","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-1725.48"
"-17.49","33","15274440","16894738","A","-17.49","2025-03-02","SCHEDULER_USER","","","","","","","","","","","","","","","","","","","Y","","","","12062","","","SCHEDULER_USER","ARXAAP","2025-03-02 00:00:00.000000","23133618","","","","","68493042","0","2025-03-01","","","","","","","","","","","","","","","","","","","","","","2025-03-02","","","2025-03-02 14:36:52.000000","SCHEDULER_USER","2F55F3B50183EF1FE063CD63500A9F87","","","6","300000037637152","21712289","Y","3306411","","","","OFFSET","0","300000037689221","8978413","300000003827335","A","","0","","INVOICE","R12_MERGE","","","-17.49"
